INSTNM,latitude,longitude,STABBR,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,PPTUG_EF
University of Arkansas Community College-Hope,33.6479,-93.5845,AR,0.7167,1048.0,1157.0,8562.0,18259.0,0.46545000000000003,0.0368,0.619,0.3751
Rich Mountain Community College,34.5908,-94.2197,AR,0.7167,1048.0,553.0,4538.0,18259.0,0.46545000000000003,0.0,0.3892,0.2712
Paul Mitchell the School-Arkansas,36.0787,-94.1565,AR,0.7167,1048.0,96.0,8792.0,20396.0,0.46545000000000003,0.6419,0.4392,0.1458
Searcy Beauty College Inc,35.2377,-91.7345,AR,0.7167,1048.0,104.0,8792.0,15138.0,0.46545000000000003,0.4924,0.4621,0.4519
Shorter College,38.8943,-86.4523,AR,0.7167,1048.0,330.0,8792.0,4883.0,0.46545000000000003,0.7115,0.75,0.2061
Williams Baptist College,36.1268,-90.9399,AR,0.6798,1001.0,501.0,8792.0,11326.0,0.3985,0.6307,0.5265,0.0299
South Arkansas Community College,33.2094,-92.6661,AR,0.7167,1048.0,1306.0,12545.0,18259.0,0.46545000000000003,0.4018,0.51,0.4686
Southern Arkansas University Main Campus,33.2912,-93.2351,AR,0.6081,989.0,2640.0,7543.0,18259.0,0.2973,0.5054,0.5152,0.0833
Southern Arkansas University Tech,33.6039,-92.839,AR,0.7167,1048.0,894.0,10119.0,18259.0,0.46545000000000003,0.2262,0.322,0.2729
Velvatex College of Beauty Culture,34.7357,-92.2898,AR,0.7167,1048.0,25.0,8792.0,959.0,0.46545000000000003,0.0,0.52,0.24
University of Arkansas-Fort Smith,35.3853,-94.3741,AR,0.5736,1028.0,6508.0,6727.0,18259.0,0.2291,0.4018,0.5053,0.2183
Academy of Art University,37.7877,-122.4007,CA,0.7167,1048.0,10300.0,8792.0,30100.0,0.3188,0.5957,0.4242,0.4475
ITT Technical Institute-Rancho Cordova,38.5917,-121.2815,CA,0.8388,1048.0,510.0,8792.0,23022.0,0.4167,0.7816,0.662,0.2412
Academy of Chinese Culture and Health Sciences,37.8067,-122.2727,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
The Academy of Radio and TV Broadcasting,33.7289,-117.9877,CA,0.7167,1048.0,44.0,8792.0,20059.0,0.46545000000000003,0.8987,0.8228,0.0
Avalon School of Cosmetology-Alameda,37.7642,-122.2436,CA,0.7167,1048.0,186.0,8792.0,12608.0,0.46545000000000003,0.809,0.7865,0.5538
College of Alameda,37.7824,-122.2793,CA,0.7167,1048.0,5147.0,3873.0,18259.0,0.46545000000000003,0.0111,0.2203,0.8665
Allan Hancock College,34.943,-120.4215,CA,0.7167,1048.0,9692.0,4896.0,18259.0,0.46545000000000003,0.0227,0.2424,0.6579
American Academy of Dramatic Arts-Los Angeles,34.0953,-118.3441,CA,0.2837,1048.0,258.0,8792.0,41436.0,0.46545000000000003,0.5701,0.4163,0.0
American Baptist Seminary of the West,37.8653,-122.2561,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
American Film Institute Conservatory,34.1085,-118.31,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
American Beauty College,33.8844,-118.125,CA,0.7167,1048.0,45.0,8792.0,11962.0,0.46545000000000003,0.6516,0.8258,0.5333
American Career College-Los Angeles,34.0792,-118.2923,CA,0.7167,1048.0,1770.0,8792.0,25881.0,0.46545000000000003,0.534,0.7065,0.0
American Conservatory Theater,37.7873,-122.4049,CA,0.7167,1048.0,0.0,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
American River College,38.6497,-121.346,CA,0.7167,1048.0,27332.0,6426.0,18259.0,0.46545000000000003,0.0686,0.2858,0.7339
Everest College-Hayward,37.6754,-122.0848,CA,0.7167,1048.0,170.0,8792.0,26407.0,0.46545000000000003,0.4936,0.7023,0.0
Antelope Valley College,34.6762,-118.1862,CA,0.7167,1048.0,12416.0,5405.0,18259.0,0.46545000000000003,0.1692,0.5111,0.6505
Art Center College of Design,34.1708,-118.1869,CA,0.8167,1048.0,1742.0,8792.0,43083.0,0.6436,0.5106,0.3687,0.1533
Associated Technical College-Los Angeles,34.056,-118.2724,CA,0.7167,1048.0,404.0,8792.0,18373.0,0.46545000000000003,0.3074,0.6992,0.0
Associated Technical College-San Diego,32.7157,-117.1582,CA,0.7167,1048.0,110.0,8792.0,20138.0,0.46545000000000003,0.9448,0.9834,0.0
Azusa Pacific University,34.1309,-117.888,CA,0.7985,1098.0,6543.0,8792.0,28516.0,0.6486,0.5697,0.2858,0.1314
Bakersfield College,35.4108,-118.9735,CA,0.7167,1048.0,15854.0,2898.0,18259.0,0.46545000000000003,0.0401,0.3905,0.6557
Barstow Community College,34.8715,-117.0252,CA,0.7167,1048.0,2866.0,9214.0,18259.0,0.46545000000000003,0.0,0.4941,0.5967
Bellus Academy-National City,32.6768,-117.0902,CA,0.7167,1048.0,185.0,8792.0,21160.0,0.46545000000000003,0.6246,0.5461,0.0
Bethesda University of California,33.8423,-117.9413,CA,0.8321,1048.0,259.0,8792.0,8039.0,0.7826,0.3906,0.75,0.2124
Biola University,33.9048,-118.0173,CA,0.7286,1123.0,4324.0,8792.0,32140.0,0.6819,0.7762,0.3103,0.0333
Brooks Institute,34.4186,-119.696,CA,0.98,1048.0,492.0,8792.0,29203.0,0.3654,0.6944,0.4281,0.2175
Brownson Technical School,33.819,-117.9064,CA,0.7167,1048.0,45.0,8792.0,20927.0,0.46545000000000003,0.7823,0.795,0.0
Bryan University,34.0614,-118.3029,CA,0.7167,1048.0,879.0,8792.0,15578.0,0.0638,0.8403,0.5886,0.0
Butte College,39.6491,-121.6447,CA,0.7167,1048.0,11123.0,5224.0,18259.0,0.46545000000000003,0.1393,0.4933,0.4902
Phillips Graduate Institute,34.2427,-118.5677,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
California Institute of Integral Studies,37.7748,-122.4165,CA,0.7167,1048.0,75.0,8792.0,18259.0,0.46545000000000003,0.828,0.5699,0.0933
Cabrillo College,36.9891,-121.9279,CA,0.7167,1048.0,12724.0,6841.0,18259.0,0.46545000000000003,0.0367,0.2477,0.6415
California Baptist University,33.9286,-117.4259,CA,0.788,984.0,5797.0,8792.0,23137.0,0.5808,0.7734,0.4777,0.1226
California College of the Arts,37.8357,-122.2514,CA,0.8157,1048.0,1463.0,8792.0,30719.0,0.6183,0.5304,0.3241,0.0499
University of California-Hastings College of Law,37.7807,-122.4154,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
California Institute of Technology,34.1393,-118.1257,CA,0.1055,1534.0,977.0,8792.0,25667.0,0.9307,0.2508,0.1063,0.0
California Lutheran University,34.2256,-118.8795,CA,0.4802,1108.0,2882.0,8792.0,28107.0,0.7005,0.556,0.2578,0.059
California Polytechnic State University-San Luis Obispo,35.2989,-120.6586,CA,0.3123,1242.0,18664.0,17112.0,18259.0,0.6972,0.3482,0.1975,0.036
Alliant International University,32.8971,-117.0944,CA,0.4922,1048.0,254.0,8792.0,19768.0,0.46545000000000003,0.381,0.3228,0.3268
California State University-Bakersfield,35.35,-119.1047,CA,0.6626,901.0,7226.0,8634.0,18259.0,0.3946,0.4158,0.5843,0.0995
California State University-Stanislaus,37.5258,-120.8525,CA,0.7215,917.0,7751.0,7797.0,18259.0,0.5198,0.4286,0.5774,0.1557
California State University-San Bernardino,34.183,-117.3225,CA,0.5831,888.0,15887.0,7619.0,18259.0,0.4112,0.4698,0.5799,0.1065
California State Polytechnic University-Pomona,34.0543,-117.819,CA,0.5218,1070.0,20857.0,12135.0,18259.0,0.5237,0.3883,0.4404,0.1186
California State University-Chico,39.728,-121.8463,CA,0.7161,1014.0,15106.0,15184.0,18259.0,0.5605,0.452,0.3893,0.0655
California State University-Dominguez Hills,33.8652,-118.2593,CA,0.5747,845.0,11894.0,3698.0,18259.0,0.2935,0.4291,0.5862,0.2794
California State University-Fresno,36.8145,-119.7483,CA,0.5815,920.0,19911.0,7093.0,18259.0,0.4859,0.3628,0.5407,0.1186
California State University-Fullerton,33.8836,-117.8853,CA,0.4579,1021.0,33000.0,9034.0,18259.0,0.5347,0.3327,0.4061,0.1933
California State University-East Bay,37.6571,-122.0581,CA,0.6872,910.0,12079.0,12535.0,18259.0,0.3808,0.3844,0.4426,0.1301
California State University-Long Beach,33.7828,-118.1123,CA,0.3082,1012.0,30440.0,9699.0,18259.0,0.6033,0.393,0.4733,0.1565
California State University-Los Angeles,34.0669,-118.169,CA,0.6752,871.0,19525.0,5431.0,18259.0,0.3565,0.3924,0.6447,0.168
California State University-Northridge,34.2367,-118.5268,CA,0.4624,918.0,33581.0,11439.0,18259.0,0.4575,0.3636,0.4848,0.1618
California State University-Sacramento,38.5575,-121.4219,CA,0.6968,945.0,25991.0,10614.0,18259.0,0.4285,0.4153,0.505,0.191
University of California-Berkeley,37.8715,-122.2604,CA,0.18,1350.0,25951.0,13769.0,18259.0,0.9103,0.3021,0.3237,0.0282
University of California-Davis,38.5399,-121.752,CA,0.4521,1192.0,26483.0,15054.0,18259.0,0.8133,0.4467,0.4297,0.0267
University of California-Irvine,33.667,-117.7686,CA,0.4239,1122.0,23517.0,11944.0,18259.0,0.8585,0.4418,0.432,0.0171
University of California-Los Angeles,34.0689,-118.4439,CA,0.2199,1289.0,28667.0,13723.0,18259.0,0.9031,0.374,0.3624,0.0206
University of California-Riverside,33.9759,-117.3311,CA,0.62,1078.0,18612.0,11473.0,18259.0,0.6617,0.5688,0.564,0.0223
University of California-San Diego,32.8766,-117.2378,CA,0.375,1276.0,23792.0,14421.0,18259.0,0.858,0.4731,0.4274,0.0271
University of California-San Francisco,37.7627,-122.458,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
University of California-Santa Barbara,34.4155,-119.8481,CA,0.4444,1212.0,19362.0,14142.0,18259.0,0.807,0.438,0.3798,0.0148
University of California-Santa Cruz,36.9973,-122.068,CA,0.5991,1087.0,15695.0,15107.0,18259.0,0.7267,0.5586,0.4459,0.0237
Sofia University,37.4303,-122.1087,CA,0.7167,1048.0,20.0,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
California Beauty School,37.6452,-120.9969,CA,0.7167,1048.0,114.0,8792.0,12974.0,0.46545000000000003,0.6748,0.6135,0.2281
California Christian College,36.7676,-119.7328,CA,0.8333,1048.0,30.0,8792.0,11734.0,0.25,0.5429,0.5429,0.4
California College San Diego,32.7702,-117.1338,CA,0.7167,1048.0,762.0,8792.0,22956.0,0.5845,0.6289,0.7156,0.0
Le Cordon Bleu College of Culinary Arts-San Francisco,37.7654,-122.4026,CA,0.7167,1048.0,489.0,8792.0,18868.0,0.46545000000000003,0.5669,0.4066,0.0
California Hair Design Academy,32.7652,-117.0243,CA,0.7167,1048.0,219.0,8792.0,15449.0,0.46545000000000003,0.4725,0.4957,0.0
California Institute of the Arts,34.3933,-118.5673,CA,0.2992,1048.0,987.0,8792.0,42600.0,0.5746,0.6211,0.3337,0.0132
California Maritime Academy,38.0691,-122.2316,CA,0.748,1080.0,1044.0,16974.0,18259.0,0.5871,0.6043,0.3762,0.0354
California Western School of Law,32.7219,-117.1626,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Canada College,37.4474,-122.2655,CA,0.7167,1048.0,5217.0,2778.0,18259.0,0.46545000000000003,0.0179,0.1566,0.7801
College of the Canyons,34.4031,-118.5695,CA,0.7167,1048.0,16784.0,5954.0,18259.0,0.46545000000000003,0.0446,0.2279,0.6229
Career Academy of Beauty,33.781,-118.0317,CA,0.7167,1048.0,167.0,8792.0,11184.0,0.46545000000000003,0.5784,0.5229,0.5569
Casa Loma College-Van Nuys,34.1954,-118.4483,CA,1.0,1048.0,606.0,8792.0,25630.0,0.46545000000000003,0.6684,0.7058,0.0
CET-San Diego,32.7117,-117.1225,CA,0.7167,1048.0,267.0,8792.0,14109.0,0.46545000000000003,0.4472,0.6607,0.4082
CET-Sobrato,37.3227,-121.887,CA,0.7167,1048.0,345.0,8792.0,12906.0,0.46545000000000003,0.3681,0.6319,0.0609
CET-San Bernardino,34.0751,-117.2687,CA,0.7167,1048.0,103.0,8792.0,12322.0,0.46545000000000003,0.4128,0.7046,0.0
CET-Watsonville,36.9318,-121.768,CA,0.7167,1048.0,88.0,8792.0,11479.0,0.46545000000000003,0.0791,0.386,0.0
CET-Gilroy,37.0157,-121.5614,CA,0.7167,1048.0,104.0,8792.0,4571.0,0.46545000000000003,0.0809,0.4669,0.0
CET-Salinas,36.6716,-121.6528,CA,0.7167,1048.0,65.0,8792.0,12479.0,0.46545000000000003,0.0577,0.4167,0.0
Cerritos College,33.8858,-118.0973,CA,0.7167,1048.0,20011.0,3155.0,18259.0,0.46545000000000003,0.0441,0.4706,0.658
Cerro Coso Community College,35.5678,-117.6677,CA,0.7167,1048.0,4029.0,5413.0,18259.0,0.46545000000000003,0.0,0.1763,0.7684
Chabot College,37.6425,-122.107,CA,0.7167,1048.0,12082.0,5504.0,18259.0,0.46545000000000003,0.0212,0.2546,0.6781
Chaffey College,34.1471,-117.5731,CA,0.7167,1048.0,17217.0,7933.0,18259.0,0.46545000000000003,0.0,0.3683,0.6786
Chapman University,33.7937,-117.8515,CA,0.4471,1208.0,5940.0,8792.0,33821.0,0.761,0.6536,0.2035,0.0348
Charles R Drew University of Medicine and Science,33.9257,-118.2428,CA,0.8889,735.0,83.0,8792.0,22741.0,0.46545000000000003,0.7407,0.5185,0.506
Concordia University-Irvine,33.6535,-117.8106,CA,0.9119,1020.0,1916.0,8792.0,25416.0,0.6256,0.6231,0.2503,0.0908
San Diego Christian College,32.8,-116.9031,CA,0.492,986.0,889.0,8792.0,25314.0,0.4125,0.8793,0.6475,0.1057
Church Divinity School of the Pacific,37.8762,-122.2614,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Citrus College,34.1355,-117.8853,CA,0.7167,1048.0,11494.0,2185.0,18259.0,0.46545000000000003,0.0307,0.3254,0.5855
Citrus Heights Beauty College,38.8943,-86.4523,CA,0.7167,1048.0,96.0,8792.0,8665.0,0.46545000000000003,0.0,0.3247,0.0729
City College of San Francisco,37.726,-122.4512,CA,0.7167,1048.0,24662.0,3696.0,18259.0,0.46545000000000003,0.0399,0.2581,0.6316
Claremont Graduate University,34.1038,-117.7124,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Claremont McKenna College,34.1023,-117.7066,CA,0.1173,1397.0,1311.0,8792.0,22957.0,0.9254,0.0862,0.1163,0.0031
Milan Institute-Visalia,36.2841,-119.3134,CA,0.7167,1048.0,354.0,8792.0,18388.0,0.46545000000000003,0.6462,0.7094,0.0
Clovis Adult Education,36.8369,-119.6902,CA,0.7167,1048.0,608.0,12685.0,18259.0,0.46545000000000003,0.0,0.1237,0.398
Coastline Community College,33.6098,-117.8618,CA,0.7167,1048.0,8999.0,5379.0,18259.0,0.46545000000000003,0.0547,0.1754,0.8465
Cogswell College,37.407,-122.0242,CA,0.7784,1048.0,457.0,8792.0,22831.0,0.3125,0.6292,0.399,0.3129
Coleman University,32.822,-117.1365,CA,1.0,1048.0,532.0,8792.0,26043.0,0.5116,0.6057,0.4873,0.1861
COBA Academy,33.7883,-117.8535,CA,0.7167,1048.0,40.0,8792.0,18259.0,0.46545000000000003,0.1389,0.1528,0.0
Western University of Health Sciences,34.0581,-117.7477,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Columbia College,38.0304,-120.3876,CA,0.7167,1048.0,2425.0,6540.0,18259.0,0.46545000000000003,0.0,0.2883,0.6561
Columbia College-Hollywood,34.1796,-118.5384,CA,0.548,1048.0,314.0,8792.0,25614.0,0.4912,0.7604,0.4847,0.0924
El Camino College-Compton Center,33.8767,-118.2092,CA,0.7167,1048.0,6846.0,6723.0,18259.0,0.46545000000000003,0.0123,0.2272,0.7286
Contra Costa College,37.9686,-122.3424,CA,0.7167,1048.0,5468.0,9257.0,18259.0,0.46545000000000003,0.0275,0.2864,0.6379
Cosumnes River College,38.4538,-121.423,CA,0.7167,1048.0,12852.0,7626.0,18259.0,0.46545000000000003,0.0516,0.2425,0.7484
Crafton Hills College,34.0385,-117.1008,CA,0.7167,1048.0,4716.0,10675.0,18259.0,0.46545000000000003,0.0,0.2019,0.6497
Cuesta College,35.3299,-120.7416,CA,0.7167,1048.0,7964.0,9873.0,18259.0,0.46545000000000003,0.0489,0.1684,0.5241
Cuyamaca College,32.7431,-116.941,CA,0.7167,1048.0,7778.0,1822.0,18259.0,0.46545000000000003,0.0146,0.2596,0.7479
Cypress College,33.8276,-118.0239,CA,0.7167,1048.0,14923.0,4265.0,18259.0,0.46545000000000003,0.0263,0.2652,0.6621
De Anza College,37.3192,-122.0454,CA,0.7167,1048.0,20496.0,4177.0,18259.0,0.46545000000000003,0.0421,0.1589,0.496
Marinello Schools of Beauty-Hemet,33.746,-116.9999,CA,0.7167,1048.0,1330.0,8792.0,15330.0,0.46545000000000003,0.7489,0.7481,0.2128
International School of Beauty Inc,33.7296,-116.4039,CA,0.7167,1048.0,229.0,8792.0,12128.0,0.46545000000000003,0.5229,0.5429,0.0
Dell'Arte International School of Physical Theatre,40.8809,-123.9889,CA,0.6667,1048.0,14.0,8792.0,18259.0,0.46545000000000003,0.0,0.0,0.0
College of the Desert,33.7325,-116.3876,CA,0.7167,1048.0,8330.0,7943.0,18259.0,0.46545000000000003,0.0418,0.4542,0.5693
Design Institute of San Diego,32.731,-117.1498,CA,0.7167,1048.0,181.0,8792.0,23265.0,0.6667,0.7402,0.5784,0.3425
Diablo Valley College,37.968,-122.0699,CA,0.7167,1048.0,18566.0,8623.0,18259.0,0.46545000000000003,0.0108,0.1388,0.5938
Dominican University of California,37.98,-122.5147,CA,0.7752,1057.0,1567.0,8792.0,32053.0,0.5387,0.8516,0.3232,0.1774
Dominican School of Philosophy & Theology,37.8811,-122.2646,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
East Los Angeles College,34.0392,-118.1484,CA,0.7167,1048.0,33439.0,8881.0,18259.0,0.46545000000000003,0.014,0.2731,0.7904
Marinello Schools of Beauty-Santa Clara,37.348,-121.9478,CA,0.7167,1048.0,566.0,8792.0,16144.0,0.46545000000000003,0.7452,0.6944,0.3905
El Camino Community College District,33.8856,-118.3266,CA,0.7167,1048.0,22222.0,10072.0,18259.0,0.46545000000000003,0.0115,0.2575,0.6497
Elegance International,34.0622,-118.3383,CA,0.7167,1048.0,205.0,8792.0,29944.0,0.46545000000000003,0.7413,0.6567,0.0
Marinello Schools of Beauty-Burbank,34.1819,-118.3097,CA,0.7167,1048.0,397.0,8792.0,14776.0,0.46545000000000003,0.7041,0.7678,0.2519
Marinello Schools of Beauty-Moreno Valley,33.916,-117.2281,CA,0.7167,1048.0,254.0,8792.0,16017.0,0.46545000000000003,0.7879,0.7462,0.1142
Emperor's College of Traditional Oriental Medicine,34.0303,-118.4847,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Empire College School of Business,38.4678,-122.7286,CA,0.7167,1048.0,412.0,8792.0,15861.0,0.46545000000000003,0.5371,0.3192,0.0243
Evergreen Valley College,37.3017,-121.7667,CA,0.7167,1048.0,7472.0,8192.0,18259.0,0.46545000000000003,0.0219,0.3153,0.6597
Fashion Institute of Design & Merchandising-Los Angeles,34.0442,-118.2599,CA,0.5979,1048.0,3459.0,8792.0,38960.0,0.6196,0.596,0.3179,0.1119
Fashion Institute of Design & Merchandising-San Francisco,37.7863,-122.4065,CA,0.5979,1048.0,637.0,8792.0,36184.0,0.5667,0.6253,0.3533,0.0895
Fashion Institute of Design & Merchandising-Orange County,33.692,-117.8523,CA,0.5979,1048.0,214.0,8792.0,33234.0,0.46545000000000003,0.7201,0.4642,0.0421
Feather River Community College District,39.9524,-120.9709,CA,0.7167,1048.0,1444.0,9405.0,18259.0,0.46545000000000003,0.2141,0.3208,0.5596
Federico Beauty Institute,38.6488,-121.4978,CA,0.7167,1048.0,246.0,8792.0,17151.0,0.46545000000000003,0.6104,0.603,0.313
Fielding Graduate University,34.4344,-119.7139,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Five Branches University,36.9641,-121.9985,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Hair California Beauty Academy,33.8058,-117.8367,CA,0.7167,1048.0,47.0,8792.0,7304.0,0.46545000000000003,0.0,0.019,0.4468
Foothill College,37.3611,-122.1283,CA,0.7167,1048.0,13362.0,4743.0,18259.0,0.46545000000000003,0.0413,0.0864,0.6135
Franciscan School of Theology,37.8771,-122.2609,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Fredrick and Charles Beauty College,40.7988,-124.1658,CA,0.7167,1048.0,83.0,8792.0,8377.0,0.46545000000000003,0.0,0.6726,0.0361
Fresno City College,36.7675,-119.7951,CA,0.7167,1048.0,18888.0,4947.0,18259.0,0.46545000000000003,0.0329,0.3821,0.6123
Fresno Pacific University,36.7253,-119.732,CA,0.7844,979.0,2496.0,8792.0,15403.0,0.5412,0.6928,0.5761,0.145
Fuller Theological Seminary in California,34.1478,-118.1403,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Fullerton College,33.8768,-117.917,CA,0.7167,1048.0,22295.0,4476.0,18259.0,0.46545000000000003,0.0235,0.2486,0.627
Gavilan College,36.9733,-121.5682,CA,0.7167,1048.0,5267.0,5953.0,18259.0,0.46545000000000003,0.0319,0.2332,0.6645
Gemological Institute of America-Carlsbad,33.1313,-117.3188,CA,0.7167,1048.0,192.0,8792.0,30560.0,0.46545000000000003,0.1995,0.0933,0.0
Glendale Community College,34.1664,-118.2283,CA,0.7167,1048.0,14102.0,2861.0,18259.0,0.46545000000000003,0.0367,0.4099,0.5225
Glendale Career College,34.1496,-118.2549,CA,1.0,1048.0,293.0,8792.0,17305.0,0.46545000000000003,0.9294,0.6698,0.0
Golden Gate University-San Francisco,37.7892,-122.3988,CA,0.7167,1048.0,470.0,8792.0,18259.0,0.46545000000000003,0.5912,0.3474,0.7787
Golden West College,33.7338,-118.003,CA,0.7167,1048.0,11689.0,10198.0,18259.0,0.46545000000000003,0.028,0.2768,0.6207
Graduate Theological Union,37.8755,-122.2618,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Grossmont College,32.8161,-117.0073,CA,0.7167,1048.0,17042.0,2288.0,18259.0,0.46545000000000003,0.0256,0.2278,0.6271
Salon Success Academy-San Bernardino,34.136,-117.2876,CA,0.7167,1048.0,30.0,8792.0,11066.0,0.46545000000000003,0.6111,0.7593,0.0
Hartnell College,36.6731,-121.6688,CA,0.7167,1048.0,8829.0,8661.0,18259.0,0.46545000000000003,0.0,0.3227,0.6166
Harvey Mudd College,34.1061,-117.7106,CA,0.1817,1483.0,803.0,8792.0,24311.0,0.9082,0.4413,0.1314,0.0025
Heald College-Rancho Cordova,38.5944,-121.2801,CA,0.7167,1048.0,1146.0,8792.0,19094.0,0.46545000000000003,0.7595,0.7893,0.226
Heald College-Fresno,36.8224,-119.7955,CA,0.7167,1048.0,1791.0,8792.0,16916.0,0.46545000000000003,0.815,0.8886,0.2507
Heald College-San Jose,37.4109,-121.8939,CA,0.7167,1048.0,1668.0,8792.0,17689.0,0.46545000000000003,0.8001,0.7587,0.2992
Heald College-San Francisco,37.7819,-122.4043,CA,0.7167,1048.0,1070.0,8792.0,17940.0,0.46545000000000003,0.778,0.7369,0.3523
Heald College-Concord,38.0189,-122.03,CA,0.7167,1048.0,1502.0,8792.0,17666.0,0.46545000000000003,0.8038,0.7608,0.261
Hilltop Beauty School,37.7055,-122.4617,CA,0.7167,1048.0,126.0,8792.0,11719.0,0.46545000000000003,0.0,0.7098,0.8571
Holy Names University,37.8027,-122.1872,CA,0.5668,910.0,800.0,8792.0,27303.0,0.3548,0.8124,0.4618,0.2575
Pacifica Graduate Institute,34.4205,-119.5803,CA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Humboldt State University,40.8741,-124.0814,CA,0.8018,1008.0,7748.0,14715.0,18259.0,0.4004,0.605,0.5162,0.0654
Humphreys College-Stockton and Modesto Campuses,38.0111,-121.3164,CA,0.7167,1048.0,757.0,8792.0,14877.0,0.931,0.922,0.755,0.469
Imperial Valley College,32.8276,-115.5039,CA,0.7167,1048.0,6663.0,2916.0,18259.0,0.46545000000000003,0.0,0.562,0.4864
Institute for Business and Technology,37.3686,-121.9695,CA,0.7167,1048.0,173.0,8792.0,22546.0,0.46545000000000003,0.8808,0.8808,0.0
Interior Designers Institute,33.6414,-117.8657,CA,0.7167,1048.0,293.0,8792.0,18259.0,0.46545000000000003,0.3628,0.164,0.7611
Toni & Guy Hairdressing Academy-Santa Monica,34.0175,-118.4949,CA,0.7167,1048.0,268.0,8792.0,14262.0,0.46545000000000003,0.6614,0.6005,0.0
Irvine Valley College,33.6751,-117.7786,CA,0.7167,1048.0,11725.0,10437.0,18259.0,0.46545000000000003,0.0148,0.125,0.6255
ITT Technical Institute-National City,32.8071,-117.1197,CA,0.8388,1048.0,1209.0,8792.0,23139.0,0.2704,0.587,0.6058,0.1208
ITT Technical Institute-San Dimas,34.1024,-117.8184,CA,0.8388,1048.0,534.0,8792.0,21613.0,0.3874,0.8027,0.7605,0.1592
ITT Technical Institute-Orange,33.7812,-117.8963,CA,0.8388,1048.0,823.0,8792.0,22434.0,0.3663,0.8164,0.7235,0.2066
